time_stamp,influencer,promoter,influncer_tweet,promoter_tweet,influencer_tweet_likes,promoter_tweet_likes,influencer_tweet_text,promoter_tweet_text
"5:30 AM · Oct 4, 2021",https://twitter.com/intocryptoverse,https://twitter.com/psalmcrypt,https://twitter.com/intocryptoverse/status/1444889094111252480,https://twitter.com/psalmcrypt/status/1444897671311937537?s=19,"1,845",2.0,What #crypto are you buying?,"I'm staking more into $HAKA.

 Ben, @tribeonedefi  has alot to offer, and I like to earn passively. Look at @tribeonedefi's partnership ecosystem, it keeps increasing big..."
"5:32 AM · Oct 4, 2021",https://twitter.com/intocryptoverse,https://twitter.com/psalmcrypt,https://twitter.com/intocryptoverse/status/1444839897999843331,https://twitter.com/psalmcrypt/status/1444898247026352128?s=19,226,2.0,#Bitcoin Bull Market Support Band Update,When will you give updates on @tribeonedefi token ( $HAKA )?
"5:37 AM · Oct 4, 2021",https://twitter.com/intocryptoverse,https://twitter.com/psalmcrypt,https://twitter.com/intocryptoverse/status/1444815815740637185,https://twitter.com/psalmcrypt/status/1444899558039986176?s=19,"1,299",1.0,#Bitcoin 20W SMA is now increasing.,"We should expect #BTC above $50k this new week yea???

Why is @tribeonedefi unfairly undervalued? @tribeonedefi  is the world's first AI-powered decentralized financial platform backed with RAROC. This is a very big company, with big purpose. More recognition please #DeFi"
"5:42 AM · Oct 4, 2021",https://twitter.com/intocryptoverse,https://twitter.com/psalmcrypt,https://twitter.com/intocryptoverse/status/1444778787288215552,https://twitter.com/psalmcrypt/status/1444900640401076225?s=19,"1,769",1.0,What are some of the best #NFT projects?,"I don't know!!!

But @tribeonedefi partnership with @BabylonsNFT is one of the best thing that happened to the #NFT space.#BTC #NFTs #dApps #DeFi"
"5:49 AM · Oct 4, 2021",,https://twitter.com/psalmcrypt,,https://twitter.com/psalmcrypt/status/1444902424028778499?s=19,,1.0,,"This is a new calendar in the #Crypto space. So I'm not bothered.

I diversified my bag with $HAKA. Finally, I can earn passively with no worries for my retirement days. $HAKA has got many trading pools, you can stake in to earn massive APYs/APRs#dApps #DeFi #NFTs"
"5:51 AM · Oct 4, 2021",https://twitter.com/intocryptoverse,https://twitter.com/psalmcrypt,https://twitter.com/intocryptoverse/status/1444746575742324738,https://twitter.com/psalmcrypt/status/1444902999038570496?s=19,228,2.0,Make sure you subscribe to me on Youtube for data-drive #crypto analysis!,"I will be subscribing , but you will have to analyze things of my interest. Like $HAKA"
"5:55 AM · Oct 4, 2021",,https://twitter.com/psalmcrypt,,https://twitter.com/psalmcrypt/status/1444903975120252930?s=19,,2.0,,"Lol the bears  are going into their cages already...

When the market is normal again, it will be a fun ride with $HAKA to big figures #dApps #DeFi #NFTs"
"5:59 AM · Oct 4, 2021",,https://twitter.com/psalmcrypt,,https://twitter.com/psalmcrypt/status/1444904947963809794?s=19,,2.0,,"Doing the weekend, #BTC struggled to break that $48k resistance.. Finger crossed  for the new week.@tribeonedefi offers good insurance products along with models that reduces borrowing costs through yield farming and custom-made loans for SMEs... Did y'all know this?#dApps"
"6:02 AM · Oct 4, 2021",https://twitter.com/intocryptoverse,https://twitter.com/psalmcrypt,https://twitter.com/intocryptoverse/status/1444701277275951113,https://twitter.com/psalmcrypt/status/1444905760513724418?s=19,"3,272",1.0,When will #Ethereum hit $10k?,"No one knows Benjamin!!! They can only give crazy predictions...

Just like $HAKA, it is easy to say it will go ×50 or more because of its potentials. But we can't give exact figure.#HODL #tribe #dApps #DeFi #NFTs"
"6:06 AM · Oct 4, 2021",https://twitter.com/girlgone_crypto,https://twitter.com/psalmcrypt,https://twitter.com/girlgone_crypto/status/1444789604545007621,https://twitter.com/psalmcrypt/status/1444906691997413379?s=19,768,4.0,Give me both your wildest and most conservative year-end $ETH predictions.,
"6:10 AM · Oct 4, 2021",,https://twitter.com/psalmcrypt,,https://twitter.com/psalmcrypt/status/1444907847763042309?s=19,,2.0,,"I'll like to check this @frunkpuppyfloki out..

Till then, I'd be watching out for the official launch date of @tribeonedefi #dApps #BTC #NFTs #DeFi #dApps"
"6:12 AM · Oct 4, 2021",https://twitter.com/Ralvero,https://twitter.com/psalmcrypt,https://twitter.com/Ralvero/status/1444731925504081923,https://twitter.com/psalmcrypt/status/1444908247132086272?s=19,115,1.0,Bitcoin and Altcoins about to Explode!  #Bitcoin #altcoin,"Yea!!! It is #altcoins season, it is $HAKA season."
"6:15 AM · Oct 4, 2021",,https://twitter.com/psalmcrypt,,https://twitter.com/psalmcrypt/status/1444909082448732160?s=19,,2.0,,"Hey RALV, what's the use case for this one?!!!!

I know of $HAKA and its use case but not @Bigkishu"
"6:21 AM · Oct 4, 2021",,https://twitter.com/psalmcrypt,,https://twitter.com/psalmcrypt/status/1444910604741918721?s=19,,1.0,,"Talking about #DeFiIn the cause of my research,  I got to know that, @tribeonedefi #NFT products connects the #DeFi ecosystem to the #NFT market where the users can get loans against their #NFT or purchase a certain #NFT. Amazing right??#NFT #DeFi"
"6:26 AM · Oct 4, 2021",https://twitter.com/TheMoonCarl,https://twitter.com/psalmcrypt,https://twitter.com/TheMoonCarl/status/1444910152835031041,https://twitter.com/psalmcrypt/status/1444911829310902275?s=19,"3,757",4.0,What altcoin will go 10x this week?,"Hopefully $HAKA would.

It Is nice seeing @tribeonedefi doing so much to announce $HAKA for more mass adoption.

More innovations coming #tribe #dApps"
"6:29 AM · Oct 4, 2021",https://twitter.com/CryptoMichNL,https://twitter.com/psalmcrypt,https://twitter.com/CryptoMichNL/status/1444909619776823302,https://twitter.com/psalmcrypt/status/1444912533748473856?s=19,"1,099",3.0,"Yes, pretty much, #Bitcoin.","What about $HAKA? Can you upload $HAKA's chart also? $HAKA is my latest, so I'm pretty much proud of its growth in a short while."
"6:57 AM · Oct 4, 2021",https://twitter.com/TheMoonCarl,https://twitter.com/KestorPhillip,https://twitter.com/TheMoonCarl/status/1444910152835031041,https://twitter.com/KestorPhillip/status/1444919590182662154?s=20,"3,757",,What altcoin will go 10x this week?,$HAKA should be up this week
"7:17 AM · Oct 4, 2021",,https://twitter.com/sarah__georgia,,https://twitter.com/sarah__georgia/status/1444924543886311424?t=1C8jo3ZnYD1-02Umcf38ig&s=19,,1.0,,"This week is already looking bullish for my favorite crypto $HAKA, is been up 3.4% in the last 24hrs

Am so bullish on $HAKA"
"7:33 AM · Oct 4, 2021",,https://twitter.com/sarah__georgia,,https://twitter.com/sarah__georgia/status/1444928731412377602?t=SA19KU0yvw4AH43zg5KnCQ&s=19,,2.0,,Holding #Bitcoin and  $HAKA with 
"7:47 AM · Oct 4, 2021",https://twitter.com/Crypto__emily,https://twitter.com/sarah__georgia,https://twitter.com/Crypto__emily/status/1444785345145581573,https://twitter.com/sarah__georgia/status/1444932169080659969?t=Kc0ck5iUboIjl1-vyKRRGg&s=19,"1,217",1.0,"Never  SELL your…… $BTC $BNB $ETH $SHIB $XRP $DOGE $ADA $FEG $MATIC $DOT $LINK $SOL $EGLD $VRA $VET 
$______

What coin are you HODLING tightly and never going to sell?? ","I buy and stake my $HAKA and earn 55% APR , I don't plan on selling this gem. NEVER"
"9:00 AM · Oct 4, 2021",,https://twitter.com/sarah__georgia,,https://twitter.com/sarah__georgia/status/1444950557655851015?t=Azn9ccQDqYIOurcHJDAPKg&s=19,,1.0,,Don't sleep on $HAKAA very good gem and also great project
"9:04 AM · Oct 4, 2021",https://twitter.com/cryptoworld202,https://twitter.com/sarah__georgia,https://twitter.com/cryptoworld202/status/1444940841462677505,https://twitter.com/sarah__georgia/status/1444951581741436928?t=JOVhQfVEE6BF2wgWuIZNng&s=19,154,1.0," List three cryptocurrencies you are watching this week:

1. 
2. 
3.",
"9:13 AM · Oct 4, 2021",https://twitter.com/TheMoonCarl,https://twitter.com/sarah__georgia,https://twitter.com/TheMoonCarl/status/1444910152835031041,https://twitter.com/sarah__georgia/status/1444953879167315971?t=dfi0ufdxRrAYe712MCjgQw&s=19,"3,757",1.0,What altcoin will go 10x this week?,"$HAKA is already geared up for that, in expectation of it's dApp release, the #token is already pumping as more and more people are beginning to buy it"
"9:18 AM · Oct 4, 2021",,https://twitter.com/sarah__georgia,,https://twitter.com/sarah__georgia/status/1444955082215337984?t=UsSrXKwW8lBw0GlBKCUV6g&s=19,,1.0,,"Everyone ought to buy and HODL $HAKA, stake it and earn staking rewards and many other rewards"
"12:26 PM · Oct 4, 2021",,https://twitter.com/sarah__georgia,,https://twitter.com/sarah__georgia/status/1445002470774693900?t=_WbshJPth_TvIzW8W8da2w&s=19,,1.0,,"As usual am buying $HAKA 

Accumulating more in anticipation of @tribeonedefi  #dApp release"
"12:45 PM · Oct 4, 2021",https://twitter.com/AltcoinDailyio,https://twitter.com/sarah__georgia,https://twitter.com/AltcoinDailyio/status/1444929278701940736,https://twitter.com/sarah__georgia/status/1445007256085483522?t=5B33qMRulTAa2Q3ztyT6Xw&s=19,"1,836",1.0,"Hypothetical: I gift you $25,000 in one #crypto. The catch is you can't move or sell it for 10 years. Which coin do you choose?",
"2:35 PM · Oct 4, 2021",,https://twitter.com/sarah__georgia,,https://twitter.com/sarah__georgia/status/1445034881117995019?t=oG1oHm0iYq4VQQOfnHm6bQ&s=19,,1.0,,$HAKA of @tribeonedefi definitely will be the next gainer
"2:44 PM · Oct 4, 2021",https://twitter.com/HodlBee,https://twitter.com/sarah__georgia,https://twitter.com/HodlBee/status/1445029942236835846,https://twitter.com/sarah__georgia/status/1445037109027409928?t=MLsM6RhsFtf9s-i2Pqr8Nw&s=19,61,1.0,Hi Which altsare demanding some attention right now? What should we look at ?,"Check out $HAKA of @tribeonedefi @tribeonedefi is launching their #dApp,  which will usher in a new era in crypto funding, making crypto assets more accessible to the general public, this move will greatly affect the price of $HAKA"
"4:34 PM · Oct 4, 2021",https://twitter.com/CryptoCapo_,https://twitter.com/sarah__georgia,https://twitter.com/CryptoCapo_/status/1445022366879391748,https://twitter.com/sarah__georgia/status/1445064857271865360?t=i_PrSpto3DmiwhFgFZqKvA&s=19,752,1.0,"If you could only hold ONE cryptocurrency until EOY, what would it be and why",
"4:39 PM · Oct 4, 2021",,https://twitter.com/sarah__georgia,,https://twitter.com/sarah__georgia/status/1445065934251626507?t=6PI3-k8-YBo2tm-6hpDUjQ&s=19,,2.0,,Feeling bullish  on $HAKA
"4:59 PM · Oct 4, 2021",,https://twitter.com/sarah__georgia,,https://twitter.com/sarah__georgia/status/1445071061939273731?t=UxsuRVW43dBz0m5WpaN4kg&s=19,,1.0,,Am aping it all into $HAKA
"5:44 PM · Oct 4, 2021",https://twitter.com/davidgokhshtein,https://twitter.com/sarah__georgia,https://twitter.com/davidgokhshtein/status/1445074974860009474,https://twitter.com/sarah__georgia/status/1445082448073744401?t=zD39GLsE8-oJRiOv25u_Fw&s=19,935,,The most underrated #crypto project in the space today is?,#TribeOne still very underrated
"6:15 PM · Oct 4, 2021",https://twitter.com/Crypto__emily,https://twitter.com/sarah__georgia,https://twitter.com/Crypto__emily/status/1445079537650479134,https://twitter.com/sarah__georgia/status/1445090123616489472?t=M6U3-IyTL9fLIxwuWa4ptw&s=19,145,1.0,What #Crypto has surprised you the most this year?,None other than $HAKA
"6:24 PM · Oct 4, 2021",,https://twitter.com/sarah__georgia,,https://twitter.com/sarah__georgia/status/1445092393469071384?t=cUmO-7Y5rK1OQwDUG-WXew&s=19,,1.0,,I believe  $BTC will and also $HAKA
"6:38 PM · Oct 4, 2021",,https://twitter.com/CryptoMertens,,https://twitter.com/CryptoMertens/status/1445095995893817349?s=19,,1.0,,I'm feeling bullish on #BTC and $HAKA
"8:20 PM · Oct 4, 2021",,https://twitter.com/CryptoMertens,,https://twitter.com/CryptoMertens/status/1445121664518328320?s=20,,2.0,,I'm HODLing tightly on $HAKA right now and never going to sell.
"8:21 PM · Oct 4, 2021",,https://twitter.com/sarah__georgia,,https://twitter.com/sarah__georgia/status/1445122043092033539?t=xMbYy85bDsUwAil1gPZk-w&s=19,,1.0,,
"8:26 PM · Oct 4, 2021",,https://twitter.com/sarah__georgia,,https://twitter.com/sarah__georgia/status/1445123199365173258?t=nP7wqKhZD0xQwfQqFb_lhQ&s=19,,2.0,,
"8:35 PM · Oct 4, 2021",,https://twitter.com/CryptoMertens,,https://twitter.com/CryptoMertens/status/1445125556018810887?s=20,,2.0,,I predict something lose to what $DOGE gained for $HAKA in a year time.
"8:39 PM · Oct 4, 2021",,https://twitter.com/CryptoMertens,,https://twitter.com/CryptoMertens/status/1445126538442252293?s=20,,2.0,,Everyone ought to BUY and HODL $HAKAIt's gonna be the new best thing in the Crypto world with the new moves and opportunities available on @tribeonedefi platform.
"8:43 PM · Oct 4, 2021",,https://twitter.com/sarah__georgia,,https://twitter.com/sarah__georgia/status/1445127435918487572?t=ShOYF_V1oLuUmHKTkbhM5g&s=19,,1.0,,
"8:46 PM · Oct 4, 2021",https://twitter.com/rovercrc,https://twitter.com/sarah__georgia,https://twitter.com/rovercrc/status/1445078899025661956,https://twitter.com/sarah__georgia/status/1445128306588884993?t=WqzrW5yM8itmvcLCJjDe9A&s=19,138,2.0,I’m doing some research on Altcoins right now! What coins should I take a look at? ,Take an urgent look $HAKAIt is still very affordable
"8:47 PM · Oct 4, 2021",,https://twitter.com/CryptoMertens,,https://twitter.com/CryptoMertens/status/1445128412444733456?s=20,,4.0,,"When I look at my portfolio and see $SHIB and $HAKA there, I just find myself smiling and grateful for not missing out on such gems"
"8:50 PM · Oct 4, 2021",,https://twitter.com/sarah__georgia,,https://twitter.com/sarah__georgia/status/1445129131272900614?t=aB6Yckwe6g8h3ucn4b5YkQ&s=19,,3.0,,My bag of $HAKA
"8:50 PM · Oct 4, 2021",,https://twitter.com/CryptoMertens,,https://twitter.com/CryptoMertens/status/1445129304610906117?s=20,,1.0,,Everyone should buy and HODL $HAKA as it's gonna go  next year once @tribeonedefi  goes live with its #dApps which will allow for an easier and affordable crypto Financing.
"12:07 AM · Oct 5, 2021",,https://twitter.com/sarah__georgia,,https://twitter.com/sarah__georgia/status/1445178736211529732?t=4y8JZhlkBeGNK5OvHZdssQ&s=19,,1.0,,"I do strongly agree

But today $HAKA has chosen to ignore the dip and rather remain in the bull run lane"
"4:00 AM · Oct 5, 2021",,https://twitter.com/psalmcrypt,,https://twitter.com/psalmcrypt/status/1445237471030218752?s=19,,1.0,,"Good morning David!!

You should also look into @tribeonedefi, their partnership with @BabylonsNFT will bring big changes into the #NFT space.....#NFT #dApps"
"4:05 AM · Oct 5, 2021",https://twitter.com/davidgokhshtein,https://twitter.com/psalmcrypt,https://twitter.com/davidgokhshtein/status/1445217049878441991,https://twitter.com/psalmcrypt/status/1445238650896269318?s=19,57,1.0,Some people need a hug.,"I definitely need this right now, I thought the world was over doing the global shut down of whatsapp and others...

Is @tribeonedefi #dApps pre-launch marketing plan still on? I'm curious, when will the real launch happen?...#BTC #dApps #DeFi #tribe"
"4:09 AM · Oct 5, 2021",,https://twitter.com/psalmcrypt,,https://twitter.com/psalmcrypt/status/1445239663585865728?s=19,,3.0,,"This is definitely the weirdest and slowest pump I have witnessed in a while...sick.

Is it #ALTs season already?? I need $HAKA to moon at this point....we need those big figures.

Let's go $HAKA #dApps #DeFi #NFTs"
"4:11 AM · Oct 5, 2021",https://twitter.com/davidgokhshtein,https://twitter.com/psalmcrypt,https://twitter.com/davidgokhshtein/status/1445188545447092233,https://twitter.com/psalmcrypt/status/1445240242181660673?s=19,536,2.0,"#bitcoin on the move. 

Asia — full send this ",Does $HAKA need Asia to move also?
"4:14 AM · Oct 5, 2021",https://twitter.com/davidgokhshtein,https://twitter.com/psalmcrypt,https://twitter.com/davidgokhshtein/status/1445184873975762958,https://twitter.com/psalmcrypt/status/1445241033495912452?s=19,577,1.0,People still use Facebook? ,"Lol, yes david...I still do.

I joined the @tribeonedefi community after seeing what a friend posted there on Facebook. (Yea!! I also dmor)"
"4:18 AM · Oct 5, 2021",https://twitter.com/davidgokhshtein,https://twitter.com/psalmcrypt,https://twitter.com/davidgokhshtein/status/1445182459335880711,https://twitter.com/psalmcrypt/status/1445241846075215873?s=19,394,2.0,$Floki Inu Crypto Coin Spikes After Elon Musk Tweets Photo of His Dog,"I would rather have the CZ guy of binance tweet about $HAKA,   than Elon.....Elon will only make it pump for hours then dip for days!!!"
"4:20 AM · Oct 5, 2021",https://twitter.com/davidgokhshtein,https://twitter.com/psalmcrypt,https://twitter.com/davidgokhshtein/status/1445179243571433472,https://twitter.com/psalmcrypt/status/1445242410771128323?s=19,126,2.0,,"Hey David.  it is $HAKA season, go dyor on it!!"
"4:23 AM · Oct 5, 2021",https://twitter.com/davidgokhshtein,https://twitter.com/psalmcrypt,https://twitter.com/davidgokhshtein/status/1445164384024735750,https://twitter.com/psalmcrypt/status/1445243124159234048?s=19,396,2.0,#bitcoin don’t care about Facebook.,"$HAKA don't cake either!!! It's a win win  time for @tribeonedefi ,no losing focus"
"4:28 AM · Oct 5, 2021",https://twitter.com/Wenlifefucksyou,https://twitter.com/psalmcrypt,https://twitter.com/Wenlifefucksyou/status/1445163006162309124,https://twitter.com/psalmcrypt/status/1445244360916930562?s=19,64,1.0,"Today Facebook ran out of Data, this wouldn't happen on the Blockchain #PACProtocol #yanDNA","Did y'all imagine if what happened to Zuckerberg,  happened in the crypto world? Who would be safe?

Aside @tribeonedefi, are there other companies with top security level?#DeFi"
"4:30 AM · Oct 5, 2021",https://twitter.com/davidgokhshtein,https://twitter.com/psalmcrypt,https://twitter.com/davidgokhshtein/status/1445151729411051524,https://twitter.com/psalmcrypt/status/1445245101454811139?s=19,139,1.0,"Why your data is super necessary to protect. 

Decentralized platforms like PAC Protocol make that possible. #yanDNA $PAC","I like what $PAC protocol  is doing....

But the security and transparency I get from my investment with @tribeonedefi is top notch....#dApps #DeFi"
"4:36 AM · Oct 5, 2021",,https://twitter.com/psalmcrypt,,https://twitter.com/psalmcrypt/status/1445246411054911495?s=19,,2.0,,"$ETH is a big one, I just can't understand why they tend to tarnish their good name with ridiculous gas fee.....

I have moved 35% of my hodling with $ETH to $HAKA....it is best that way so I don't keep wasting resources,  all in the name of gas fee.."
"4:39 AM · Oct 5, 2021",,https://twitter.com/sarah__georgia,,https://twitter.com/sarah__georgia/status/1445247162556760068?t=33KzlD76ZdXGuGyDhBw4Hw&s=19,,1.0,,"Check out $HAKA it's a token of @tribeonedefi #TribeOne is the world’s first truly AI-powered decentralized #NFT, borrowing, lending, and credit risk platform"
"4:40 AM · Oct 5, 2021",,https://twitter.com/sarah__georgia,,https://twitter.com/sarah__georgia/status/1445247496205307907?t=ToBPhnjNXYTUqhIQMa3dBQ&s=19,,1.0,,
"4:40 AM · Oct 5, 2021",https://twitter.com/davidgokhshtein,https://twitter.com/psalmcrypt,https://twitter.com/davidgokhshtein/status/1445124326932586500,https://twitter.com/psalmcrypt/status/1445247591218810880?s=19,264,1.0,#bitcoin never goes down?,"#BTC is unfortunately slow this season, hands are getting weak..

At this level I'm certain @tribeonedefi will revolutionize the #DeFi & #NFT sphere as a whole..#HODL #tribe #dApps #NFT"
"4:44 AM · Oct 5, 2021",,https://twitter.com/psalmcrypt,,https://twitter.com/psalmcrypt/status/1445248555934003202?s=19,,1.0,,It seems more companies are interested in providing more solutions in the space!!!@tribeonedefi is not left out... #tribe will give you the best p2p loaning service in the space
"4:46 AM · Oct 5, 2021",https://twitter.com/davidgokhshtein,https://twitter.com/psalmcrypt,https://twitter.com/davidgokhshtein/status/1445076525599047693,https://twitter.com/psalmcrypt/status/1445249104460894208?s=19,968,2.0,The entire space is about to You can feel it. ,I'm super ready!!! I'm super bullish on $HAKA 
"4:47 AM · Oct 5, 2021",,https://twitter.com/sarah__georgia,,https://twitter.com/sarah__georgia/status/1445249250313523207?t=qbZn84kV7xXe1c8zLoA8tQ&s=19,,1.0,,"$BTC, $ETH, $BNB, $HAKA and $ADA "
"4:49 AM · Oct 5, 2021",https://twitter.com/TheCryptoLark,https://twitter.com/sarah__georgia,https://twitter.com/TheCryptoLark/status/1445212304388149252,https://twitter.com/sarah__georgia/status/1445249749800701953?t=ZaJw1HfvtOGdFIrLc2N3dg&s=19,"1,144",1.0,"What #crypto are you buying this week?

I bought #bitcoin and $movr, bids in to get some more #ethereum too, but they have not filled.",Am buying $HAKA and $BTC
"4:50 AM · Oct 5, 2021",https://twitter.com/Ralvero,https://twitter.com/psalmcrypt,https://twitter.com/Ralvero/status/1445247437929697285,https://twitter.com/psalmcrypt/status/1445249949327839232?s=19,143,2.0,Good Morning future billionaires! Let’s have a good day! ,"Good morning RALV,  yea it's a good greeny day alreadyWhat big figure do you predict for $HAKA?"
"4:56 AM · Oct 5, 2021",,https://twitter.com/psalmcrypt,,https://twitter.com/psalmcrypt/status/1445251581583273989?s=19,,1.0,,"This is a big announcement..

I'm waiting for @tribeonedefi to drop the big #dApps announcement we all have been waiting for..  #dApps #DeFi #NFT"
"5:00 AM · Oct 5, 2021",,https://twitter.com/psalmcrypt,,https://twitter.com/psalmcrypt/status/1445252486298800132?s=19,,4.0,,"I'm very long on $HAKA, this is just the beginning"
"5:03 AM · Oct 5, 2021",,https://twitter.com/psalmcrypt,,https://twitter.com/psalmcrypt/status/1445253181211136003?s=19,,2.0,,"I'm sorry I will have to question this one....

Lol $HAKA has better potential than $DOGE... $HAKA would hit $2 before $DOGE tries to smell $1"
"5:11 AM · Oct 5, 2021",,https://twitter.com/psalmcrypt,,https://twitter.com/psalmcrypt/status/1445255182003195905?s=19,,3.0,,I have a list of them... but I'm mostly proud of $HAKA and its growth in a short period..
"5:14 AM · Oct 5, 2021",https://twitter.com/cameron,https://twitter.com/psalmcrypt,https://twitter.com/cameron/status/1445194980939677699,https://twitter.com/psalmcrypt/status/1445256119417516044?s=19,"5,229",1.0,#Bitcoin feels like it's ready for a breakout,"The feeling is there, no doubt....but don't you think it is resisting way too much?

Who else thinks this @tribeonedefi #dApps will bridge a significant gap within the #NFT sphere?#BTC #dApps #HODL #DeFi #NFT."
"7:23 AM · Oct 5, 2021",,https://twitter.com/ArlissCrab,,https://twitter.com/ArlissCrab/status/1445288410156093441?s=20,,1.0,,My favorite  right now is $HAKA which is going to melt faces soon. I'm awaiting @tribeonedefi's #dApp to get launched which will bring along great opportunities in the NFT world for everyone.
"7:24 AM · Oct 5, 2021",,https://twitter.com/ArlissCrab,,https://twitter.com/ArlissCrab/status/1445288743385042946?s=20,,1.0,,I'm most bullish on #ETH and $HAKA this month
"7:37 AM · Oct 5, 2021",,https://twitter.com/ArlissCrab,,https://twitter.com/ArlissCrab/status/1445291938517823490?s=20,,1.0,,My best right now is $HAKA which is geared for a pump shortly once @tribeonedefi releases it's #dApps which is going to make #NFTs more accessible to the masses.
"7:39 AM · Oct 5, 2021",https://twitter.com/tribeonedefi,https://twitter.com/ArlissCrab,https://twitter.com/tribeonedefi/status/1445093863815847943,https://twitter.com/ArlissCrab/status/1445292630565396480?s=20,59,1.0,"The NFT Battle Royale beginsRound IOur first NFT artist is @arrogantkeiWith artwork leading into the multiverseOur second #NFT artist is @BROYAL_PUNKWho makes artwork that leads us into the metaverseAre you ready, Tribe?!$HAKA #NFTs #DeFi #NFTartists",The Tribe is ready$HAKA is on a move to take over the Crypto space shortly.
"7:42 AM · Oct 5, 2021",,https://twitter.com/ArlissCrab,,https://twitter.com/ArlissCrab/status/1445293241843204099?s=20,,1.0,,"Good Morning @Ralvero 
It's gonna be a good day and I'm already seeing the signs as $HAKA is already going  this morning."
"7:43 AM · Oct 5, 2021",https://twitter.com/TheCryptoLark,https://twitter.com/ArlissCrab,https://twitter.com/TheCryptoLark/status/1445212304388149252,https://twitter.com/ArlissCrab/status/1445293609331400704?s=20,"1,144",1.0,"What #crypto are you buying this week?

I bought #bitcoin and $movr, bids in to get some more #ethereum too, but they have not filled.","I'm buying #BTC, #BNB and $HAKA this week"
"7:53 AM · Oct 5, 2021",https://twitter.com/cryptogems555,https://twitter.com/ArlissCrab,https://twitter.com/cryptogems555/status/1445293165968232448,https://twitter.com/ArlissCrab/status/1445295997165490183?s=20,56,1.0,Accumulating every day. Fireworks are close,"Exactly, reward season coming soon which is why I am accumulating $HAKA waiting for the  once @tribeonedefi launches #dApps soon."
"8:07 AM · Oct 5, 2021",https://twitter.com/Crypto__emily,https://twitter.com/ArlissCrab,https://twitter.com/Crypto__emily/status/1445295269382348800,https://twitter.com/ArlissCrab/status/1445299626618277901?s=20,42,1.0,Hi everyone How are you doing today?,I'm feeling real good this morning. $HAKA making me smile already
"8:09 AM · Oct 5, 2021",https://twitter.com/Crypt0mummy,https://twitter.com/ArlissCrab,https://twitter.com/Crypt0mummy/status/1445296282751455233,https://twitter.com/ArlissCrab/status/1445300105712705538?s=20,106,1.0,Green candles everywhere! #altcoins #crypto,"Green Candles everywhere around me, $HAKA on  this morning."
"8:24 AM · Oct 5, 2021",https://twitter.com/deg_ape,https://twitter.com/sarah__georgia,https://twitter.com/deg_ape/status/1445191758384558081,https://twitter.com/sarah__georgia/status/1445303946390777857?t=c07OKWI79REusLTab4gSSQ&s=19,595,1.0,Looking to put some into new crypto projects. Shill me some,"$HAKA of @tribeonedefi is a good investment

For holding $HAKA users have access to slot allocation, additional discounts on loans and Lowered interest rates.

P2P Risk Assessment & Governance Reward

Slot Allocation On NFT Financing

Earl repayment rewards

Staking Discount"
"11:05 AM · Oct 5, 2021",https://twitter.com/TrueCrypto28,https://twitter.com/sarah__georgia,https://twitter.com/TrueCrypto28/status/1445325511295750147,https://twitter.com/sarah__georgia/status/1445344377946181635?t=EkkGEMoHbj6YPU0WCcSY9w&s=19,193,3.0,Ok CT! Which $Alts are about to explode?,Many alts are about to explode but the one I am mostly interested in and currently hold is $HAKA a token of @tribeonedefi@tribeonedefi is an an AI-POWERED #NFTs funding platform.
"11:22 AM · Oct 5, 2021",,https://twitter.com/sarah__georgia,,https://twitter.com/sarah__georgia/status/1445348549475160070?t=Cv8uHOuilVc5e7yQH3AUCw&s=19,,3.0,,I am buying more $HAKA a #token  of @tribeonedefiI will be staking it to earn 55% APR
"12:06 PM · Oct 5, 2021",https://twitter.com/cryptobrass,https://twitter.com/sarah__georgia,https://twitter.com/cryptobrass/status/1445272601681702915,https://twitter.com/sarah__georgia/status/1445359832408731650?t=TzA588m2vmX36UJn1X7MNQ&s=19,107,2.0,Shill me your favorite #altcoin #Crypto #altcoins #defi,"My favorite #altcoin is $HAKA, a token of @tribeonedefi  an #NFTs  funding platform

I have been buying and staking this altcoin to a earm passive income of 55% APR#crypto  #altcoin"
"12:13 PM · Oct 5, 2021",https://twitter.com/krakenfx,https://twitter.com/sarah__georgia,https://twitter.com/krakenfx/status/1445358229110857737,https://twitter.com/sarah__georgia/status/1445361387069394946?t=V0oWiML1RGWpM6KsL-dx9A&s=19,"1,501",3.0,"List three crypto projects you are watching in October 1.
2.
3.","I will be watching more closely these three #cryptos throughout October

1. $HAKA2. $BNB3. $ETH#blockchain  #altcoins   #crypto"
"2:07 PM · Oct 5, 2021",,https://twitter.com/sarah__georgia,,https://twitter.com/sarah__georgia/status/1445390307688914963?t=x9vb9BFAE--jXIAYnWl4wA&s=19,,2.0,,"I would sell it, and buy more $HAKA of @tribeonedefi , an #nft funding platform

I get to stake my $HAKA and earn 55% APR and also share of the POL mining rewards every day

I get discounts on my interest payment plus bonuses

And many more benefits

 #NFTs  #smallbusiness"
"2:13 PM · Oct 5, 2021",,https://twitter.com/sarah__georgia,,https://twitter.com/sarah__georgia/status/1445391649526460432?t=LjTzyXSyqbtmXl1rEkzv1Q&s=19,,1.0,,"Everyone ought to BUY and HODL $HAKA of @tribeonedefi 

And earn passive income and @ the same time get access to loans by using your #NFTs and crypto-assets as collateral#smallbusinessowner #Crypto"
